                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.1223,                 5.5248,                 1.3561,                0.00128,                 0.0017,                0.00099,                0.00079,                 1.0346,                 5.6275,                 1.2897,             1.3923e-05,             1.3923e-05,             1.3923e-05
                      2,                 1.0062,                 5.3325,                 1.2948,                 0.0043,                0.12081,                0.00506,                0.00336,                 1.0118,                  5.354,                 1.2843,             2.7462e-05,             2.7462e-05,             2.7462e-05
